brand,model,year,variant,price_usd,battery_capacity_kwh,range_miles,charging_speed_kw,acceleration_0_60_mph,top_speed_mph,horsepower,torque_nm,drive_type,seating_capacity,body_type,cargo_volume_cubic_ft,weight_kg,safety_rating,autopilot_level,country_of_origin,market_segment,annual_sales_units,customer_rating,warranty_years
17,29,-0.7293248254641422,2,104880.8,2.1933216065965886,1.9458325449331821,0.9793933959933483,-1.8277656613749063,1.4495297842472585,1.2516230138713649,1.2306398060140125,0,1.1990617286308032,4,0.4078623053300509,0.3357916074724656,-0.5703805949424526,0.9524185823192906,1,1,0.6858562133156509,1.5830829986501693,-0.4751717144495045
16,64,-1.4384398720992586,3,48217.41,-0.7900643542532308,-0.6030870504545769,-0.08777321893098108,0.0983259167723409,-0.2832348131494744,-1.0662251192552654,-1.0111650185449905,1,-0.7148436642356024,2,1.153630807135027,-0.46175434753663164,-0.5703805949424526,-1.2232949124135264,2,2,-1.1584783875517954,-0.04455663497036237,-1.2958482506317235
5,7,-0.020209778829026002,3,49651.12,-0.8199480199712589,-0.5185924782317782,-0.6213565263931455,0.8532409309179656,-0.8126906623540316,-0.29111273871049564,-0.35747987343993537,0,-0.7148436642356024,5,1.556748916218798,-0.9204735896333673,-0.5703805949424526,-0.13543816504711792,5,2,-1.069172331384769,0.47332870299980734,-1.2958482506317235
8,59,-0.020209778829026002,1,38131.56,1.386462632209826,1.2276286810393937,-1.0956527996928476,-0.6848102193974187,0.535015135621205,-1.3320849212778676,-1.1494445684710597,0,1.1990617286308032,2,0.9923835635015185,0.1272828610648585,-0.5703805949424526,0.9524185823192906,3,2,-0.023192642832147396,0.8802386114049399,-1.2958482506317235
15,40,-1.4384398720992586,1,144079.87,0.9581300902514214,0.7347436764064017,1.7698871848261848,0.006607270193900614,0.00555928641664772,1.2516230138713649,1.1803563333136236,2,-0.7148436642356024,2,-0.3933349364739442,0.8935525041128147,-0.5703805949424526,0.9524185823192906,5,1,0.6311888784256064,0.9542222311149641,-0.4751717144495045
15,43,-0.7293248254641422,2,119590.27,0.18115478158268683,-0.15244933193298413,2.215775087589707,-1.9688712714955838,1.6901915338856937,1.0531642884178731,1.0755990985211468,0,-0.7148436642356024,1,-0.5344262746532639,-0.3522872556726379,0.9425652802364678,2.040275329685699,5,1,2.6677433229723357,0.36235327343477014,0.34550482173271435
15,40,-0.020209778829026002,3,128427.66,-0.3019644808587698,-0.5608397643431776,0.5767356223066222,0.7403564428214234,-0.7645583124263446,1.2216669798406492,1.2474009635808088,2,-0.7148436642356024,0,-0.3429451728384728,-1.0064834475265052,0.9425652802364678,0.9524185823192906,5,1,0.7970159645061842,-0.11854025468038662,1.1661813579149334
10,18,0.6889052678060903,2,131074.23,0.40030166351489416,0.4249302449228066,0.58414650157693,-1.8630420639050755,1.6901915338856937,0.3679200099652506,0.5685740821255593,2,1.1990617286308032,2,0.7605906507783504,0.8674889108118639,-0.5703805949424526,0.9524185823192906,1,1,-0.7695280067591267,1.9899929070553035,2.807534430279371
8,45,-2.1475549187343748,3,80530.57,-0.9992500142794284,-1.095972055087569,-1.0833013342423345,1.3682764078584386,-1.3421465115585889,1.1617549117792176,1.1007408348713412,0,1.1990617286308032,1,-0.47395855829069805,-0.9778134948954593,-2.083326470121373,-0.13543816504711792,3,3,-0.36713065308743303,-1.709188078445907,-0.4751717144495045
5,5,0.6889052678060903,0,56944.53,-0.23721653846970808,-0.15244933193298413,-0.4706686478968863,0.7403564428214234,-0.7645583124263446,0.1395052504810431,0.011265593029582853,1,1.1990617286308032,5,1.0830851380453668,-0.9543562609246035,0.9425652802364678,0.9524185823192906,5,2,-1.1432063332623261,-0.4144747335204836,0.34550482173271435
15,41,1.3980203144412067,1,134165.81,1.4213269088808589,1.1994638236317943,2.089790139994473,-0.7553630244577577,1.0644709848257623,1.2254114840944885,1.4569154331657623,0,-0.7148436642356024,3,-0.977856194645412,-0.4330843949055857,-0.5703805949424526,0.9524185823192906,5,1,0.7737627251886579,0.7692631818399027,-0.4751717144495045
3,55,0.6889052678060903,4,88914.19,-0.3965960889658588,-0.42001547730517985,-0.31751047631052415,-0.37437787713192855,0.3906180858381439,0.2293733525731903,0.36744019132400385,0,1.1990617286308032,4,0.9369548235025003,1.6937048184520072,-2.083326470121373,0.9524185823192906,5,3,-1.2032827177211485,0.36235327343477014,0.34550482173271435
10,17,0.6889052678060903,2,210811.92,0.9232658135803883,0.8192382486292002,0.1394937453584595,-1.9688712714955838,1.6901915338856937,1.2516230138713649,1.3312067514147903,2,1.1990617286308032,1,-1.4364030437282014,-0.8448891690606097,0.9425652802364678,0.9524185823192906,1,1,-0.6961275823660243,0.06641879459467318,1.9868578940971522
2,57,-0.7293248254641422,0,16394.33,-1.636768216264031,-1.4621152013863632,-1.0042519553590508,0.5498638691585092,-0.4757642128602225,-1.9312056018921822,-1.6816113212168418,1,-0.7148436642356024,0,-0.9677782419183177,-0.37053177098330353,0.9425652802364678,-1.2232949124135264,0,0,0.9016035313430448,0.029426984739661873,0.34550482173271435
15,40,-0.020209778829026002,3,95912.83,-1.2383193400236545,-1.3353733430521653,1.0683239472370423,1.283613041786032,-1.294014161630902,0.18818380578095617,0.10764224903866149,1,1.1990617286308032,3,-1.532143594635597,-0.8605273250411803,-0.5703805949424526,2.040275329685699,5,3,-0.046086539695803785,-0.04455663497036237,0.34550482173271435
15,41,-0.020209778829026002,3,134964.13,-0.3617318122948257,-0.1665317606367839,2.3232328370091704,1.2906683222920659,-1.4384112114139629,1.2216669798406492,1.1468340181800312,2,-0.7148436642356024,5,1.5063591525833266,-1.0064834475265052,0.9425652802364678,0.9524185823192906,5,1,0.996649610391624,0.8802386114049399,0.34550482173271435
2,4,-0.020209778829026002,4,64427.02,-0.2073328727516801,0.04470466992021271,-1.2871005141758,0.9026278944602029,-1.294014161630902,0.16946128451175882,0.25430237774812897,2,1.1990617286308032,4,1.3148780507685356,2.2671038710729268,0.9425652802364678,-0.13543816504711792,0,2,0.7052417930638937,-0.19252387439041085,-0.4751717144495045
7,36,-0.020209778829026002,3,63139.95,0.315631277313814,0.18552895695821045,-0.7226385430873528,1.283613041786032,-1.1496171118478409,0.28928542063462176,0.19982861565604104,2,-0.7148436642356024,0,-1.2197270600956744,-0.354893615002733,-0.5703805949424526,-0.13543816504711792,3,2,0.024476970587799674,-0.5254501630855192,0.34550482173271435
17,31,-0.020209778829026002,1,77030.0,0.6642740440241435,0.9882273930747976,-0.449671156631014,-0.6213126948431139,0.8719415851150142,0.6000792737032975,0.44286540037458716,0,1.1990617286308032,3,-0.3731790310197553,-0.6572312972937634,-0.5703805949424526,-1.2232949124135264,1,3,1.0301157405033465,-0.7474010222155919,-0.4751717144495045
2,4,-0.020209778829026002,3,72336.67,0.16123233777066842,0.46717753103420595,-1.169761592395926,-0.09216665689057339,0.6312798354765791,0.5027221631034714,0.5476226351670639,0,-0.7148436642356024,5,0.7303567925970675,-1.0064834475265052,-2.083326470121373,-0.13543816504711792,0,3,0.3699752836033097,-0.15553206453539956,-1.2958482506317235
8,47,0.6889052678060903,3,106848.2,-1.0241530690444518,-0.9692301967533711,-0.2779857868688824,1.6363770670877258,-1.4384112114139629,1.2516230138713649,1.0630282303460497,0,-0.7148436642356024,0,-0.9677782419183177,-1.0064834475265052,-0.5703805949424526,-0.13543816504711792,3,1,-0.4164173075497945,-0.8953682616356403,0.34550482173271435
15,9,-0.7293248254641422,0,70531.96,-0.2073328727516801,-0.08203718841398526,1.562382565257565,-0.09216665689057339,0.00555928641664772,-0.5944175832714925,-0.6549904202505694,0,1.1990617286308032,4,1.3048000980414411,1.052540423248615,0.9425652802364678,0.9524185823192906,5,3,0.7562116832312245,0.10341060444968611,-0.4751717144495045
2,63,-0.020209778829026002,2,114839.62,0.09648439538160668,0.4390126736266064,0.37170129582810535,-1.559665002145619,1.6901915338856937,1.2516230138713649,1.2599718317559059,2,-0.7148436642356024,2,1.1032410434995557,0.23935631225894732,0.9425652802364678,-1.2232949124135264,0,1,0.9444882162983037,-0.5994337827955434,-0.4751717144495045
17,32,-0.020209778829026002,1,51142.17,1.3466177445857883,1.3684529680773916,-0.6917598794610701,-0.3391014746017587,-0.18697011329410038,-0.646840642825245,-0.7010836035592592,2,-0.7148436642356024,0,-0.9677782419183177,-1.0064834475265052,-0.5703805949424526,-1.2232949124135264,1,2,0.6943385865030527,0.2513778438697346,0.34550482173271435
17,28,1.3980203144412067,4,59824.88,-0.187410428939661,0.01653981251261316,-1.133942342589438,0.1900445633507818,0.10182398627202177,-0.17877761109531162,-0.25691292803915766,0,-0.7148436642356024,3,-0.569699109198094,-0.27409647576978524,-2.083326470121373,-1.2232949124135264,1,2,1.5513703389826805,-1.0803273109107019,0.34550482173271435
4,44,0.6889052678060903,2,96527.54,0.02675584203954121,0.34043567270000796,0.2815355980393598,-1.2421773793740947,1.1126033347534492,1.2516230138713649,1.3521581983732855,1,1.1990617286308032,0,-0.36310107829266125,-1.0064834475265052,-2.083326470121373,-0.13543816504711792,5,3,-0.5861404223407507,0.10341060444968611,-0.4751717144495045
